location,mission,premium+,type,author,description,level,song
piano-challenges,doo doo doodoo doodoo 2,FALSE,song,traditional,accompaniment,6,baby shark
piano-challenges,mariachi madness 2,FALSE,song,traditional,melody,2,cielito lindo
piano-challenges,mariachi madness 2,FALSE,song,traditional,accompaniment,5,cielito lindo
piano-challenges,mariachi madness 2,FALSE,song,traditional,accompaniment,7,la cucaracha
piano-challenges,mariachi madness 2,FALSE,song,traditional,melody,3,la cucaracha
piano-challenges,country roads 2,FALSE,song,traditional,bass,1,the rambling gambler
piano-challenges,country roads 2,FALSE,song,traditional,melody,3,the wayfaring stranger
piano-challenges,country roads 2,FALSE,song,traditional,accompaniment,5,the rambling gambler
piano-challenges,country roads 2,FALSE,song,traditional,accompaniment,8,the wayfaring stranger
piano-challenges,bekind,FALSE,song,leo delibes,melody,2,flower duet (short)
piano-challenges,bekind,FALSE,song,leo delibes,solo piano,7,flower duet (short)
piano-challenges,bekind,FALSE,song,leo delibes,accompaniment,2,with you
piano-challenges,bekind,FALSE,song,leo delibes,accompaniment,6,with you
piano-challenges,a night with tchaikovsky,FALSE,song,pyotr Ilyich tchaikovsky,melody,3,swan lake
piano-challenges,a night with tchaikovsky,FALSE,song,pyotr Ilyich tchaikovsky,melody,6,swan lake
piano-challenges,a night with tchaikovsky,FALSE,song,pyotr Ilyich tchaikovsky,melody,7,dance of the sugar plum fairy
piano-challenges,a night with tchaikovsky,FALSE,song,pyotr Ilyich tchaikovsky,solo piano,9,dance of the sugar plum fairy
piano-challenges,from dublin with love 2,FALSE,song,traditional,bass,1,paddy on the railway
piano-challenges,from dublin with love 2,FALSE,song,traditional,melody,2,molly malone
piano-challenges,from dublin with love 2,FALSE,song,traditional,accompaniment,5,molly malone
piano-challenges,from dublin with love 2,FALSE,song,traditional,accompaniment,7,paddy on the railway
piano-challenges,spandex nightmares 2,FALSE,song,the yousicians,melody,2,work of art
piano-challenges,spandex nightmares 2,FALSE,song,the yousicians,accompaniment,3,spandex nightmares
piano-challenges,spandex nightmares 2,FALSE,song,the yousicians,accompaniment,5,work of art
piano-challenges,spandex nightmares 2,FALSE,song,the yousicians,accompaniment,7,spandex nightmares
piano-challenges,four flat tires on a muddy road 2,FALSE,song,the yousicians,bass,1,no blues
piano-challenges,four flat tires on a muddy road 2,FALSE,song,the yousicians,melody,2,four flat tires on a muddy road
piano-challenges,four flat tires on a muddy road 2,FALSE,song,the yousicians,accompaniment,4,four flat tires on a muddy road
piano-challenges,four flat tires on a muddy road 2,FALSE,song,the yousicians,accompaniment,6,no blues
piano-challenges,yellowstone,FALSE,song,the yousicians,bass,1,yellowstone
piano-challenges,yellowstone,FALSE,song,the yousicians,accompaniment,2,cafe olvido
piano-challenges,yellowstone,FALSE,song,the yousicians,accompaniment,4,yellowstone
piano-challenges,yellowstone,FALSE,song,the yousicians,solo piano,7,cafe olvido
piano-challenges,return of the chiptunes 2,FALSE,song,the yousicians,melody,2,hero of time
piano-challenges,return of the chiptunes 2,FALSE,song,the yousicians,accompaniment,3,pharaoh princess
piano-challenges,return of the chiptunes 2,FALSE,song,the yousicians,solo piano,5,hero of time
piano-challenges,return of the chiptunes 2,FALSE,song,the yousicians,accompaniment,7,pharaoh princess
piano-challenges,the dance of the knights 2,FALSE,song,sergei prokofiev,melody,1,dance of the knights
piano-challenges,the dance of the knights 2,FALSE,song,antonin dvorak,melody,2,allegro con fuoco
piano-challenges,the dance of the knights 2,FALSE,song,antonin dvorak,accompaniment,5,allegro con fuoco
piano-challenges,the dance of the knights 2,FALSE,song,sergei prokofiev,accompaniment,8,dance of the knights
piano-challenges,chanson 2,FALSE,song,the yousicians,melody,1,demain
piano-challenges,chanson 2,FALSE,song,the yousicians,accompaniment,5,l'amour a paris
piano-challenges,chanson 2,FALSE,song,the yousicians,solo piano,9,demain
piano-challenges,chanson 2,FALSE,song,the yousicians,bass,2,l'amour a paris
piano-challenges,surf & twang 2,FALSE,song,the yousicians,bass,2,hand clapper
piano-challenges,surf & twang 2,FALSE,song,the yousicians,accompaniment,3,dr jekyll & mr hyde
piano-challenges,surf & twang 2,FALSE,song,the yousicians,accompaniment,5,hand clapper
piano-challenges,surf & twang 2,FALSE,song,the yousicians,accompaniment,7,dr jekyll & mr hyde
piano-challenges,challenge in a bottle 2,FALSE,song,the yousicians,melody,1,melting seconds
piano-challenges,challenge in a bottle 2,FALSE,song,the yousicians,accompaniment,2,i keep falling
piano-challenges,challenge in a bottle 2,FALSE,song,the yousicians,accompaniment,5,melting seconds
piano-challenges,challenge in a bottle 2,FALSE,song,the yousicians,solo piano,7,i keep falling
piano-challenges,"echoes, walls and mad jewels 2",FALSE,song,the yousicians,bass,1,the great pig in the sky
piano-challenges,"echoes, walls and mad jewels 2",FALSE,song,the yousicians,melody,2,swimming in a fish bowl
piano-challenges,"echoes, walls and mad jewels 2",FALSE,song,the yousicians,accompaniment,5,swimming in a fish bowl
piano-challenges,"echoes, walls and mad jewels 2",FALSE,song,the yousicians,accompaniment,7,the great pig in the sky
piano-challenges,epic amusement 2,FALSE,song,the yousicians,bass,1,supercharged
piano-challenges,epic amusement 2,FALSE,song,the yousicians,melody,3,fight for it all
piano-challenges,epic amusement 2,FALSE,song,the yousicians,accompaniment,5,fight for it all
piano-challenges,epic amusement 2,FALSE,song,the yousicians,accompaniment,7,supercharged
piano-challenges,glossy-eyed ballads,FALSE,song,the yousicians,bass,1,wind machine
piano-challenges,glossy-eyed ballads,FALSE,song,the yousicians,accompaniment,2,broken
piano-challenges,glossy-eyed ballads,FALSE,song,the yousicians,accompaniment,5,wind machine
piano-challenges,glossy-eyed ballads,FALSE,song,the yousicians,accompaniment,7,broken
piano-challenges,hi-nrg 2,FALSE,song,the yousicians,bass,1,shameless
piano-challenges,hi-nrg 2,FALSE,song,the yousicians,melody,3,who could love the electric man?
piano-challenges,hi-nrg 2,FALSE,song,the yousicians,accompaniment,4,shameless
piano-challenges,hi-nrg 2,FALSE,song,the yousicians,solo piano,7,who could love the electric man?
piano-challenges,sabor cubano 2,FALSE,song,traditional,melody,3,tres lindas cubanas
piano-challenges,sabor cubano 2,FALSE,song,traditional,melody,2,guantanamera
piano-challenges,sabor cubano 2,FALSE,song,traditional,melody,7,tres lindas cubanas
piano-challenges,sabor cubano 2,FALSE,song,traditional,accompaniment,9,guantanamera
piano-challenges,painting the sky 2,FALSE,song,the yousicians,bass,1,frozen particles
piano-challenges,painting the sky 2,FALSE,song,the yousicians,chords,3,painting the sky
piano-challenges,painting the sky 2,FALSE,song,the yousicians,accompaniment,5,painting the sky
piano-challenges,painting the sky 2,FALSE,song,the yousicians,solo piano,7,frozen particles
piano-challenges,into the battle! 2,FALSE,song,the yousicians,melody,2,the last laugh will be hers
piano-challenges,into the battle! 2,FALSE,song,the yousicians,accompaniment,3,wrath of the rising king
piano-challenges,into the battle! 2,FALSE,song,the yousicians,accompaniment,5,the last laugh will be hers
piano-challenges,into the battle! 2,FALSE,song,the yousicians,solo piano,8,wrath of the rising king
piano-challenges,teacher's pick,FALSE,song,the yousicians,melody,2,you've got a teacher
piano-challenges,teacher's pick,FALSE,song,the yousicians,solo piano,7,you've got a teacher
piano-challenges,teacher's pick,FALSE,song,the yousicians,accompaniment,4,david
piano-challenges,teacher's pick,FALSE,song,the yousicians,solo piano,8,david
piano-challenges,an odyssey in jazz 2,FALSE,song,the yousicians,melody,2,changing floors
piano-challenges,an odyssey in jazz 2,FALSE,song,the yousicians,accompaniment,4,goose blues
piano-challenges,an odyssey in jazz 2,FALSE,song,the yousicians,chords,6,changing floors
piano-challenges,an odyssey in jazz 2,FALSE,song,the yousicians,solo piano,8,goose blues
piano-challenges,at the movies pt. III 2,FALSE,song,the yousicians,bass,1,the buccaneer of love
piano-challenges,at the movies pt. III 2,FALSE,song,the yousicians,accompaniment,3,the shank
piano-challenges,at the movies pt. III 2,FALSE,song,the yousicians,accompaniment,5,the buccaneer of love
piano-challenges,at the movies pt. III 2,FALSE,song,the yousicians,accompaniment,6,the shank
piano-challenges,lost in the wilderness 2,FALSE,song,the yousicians,bass,1,far from away
piano-challenges,lost in the wilderness 2,FALSE,song,the yousicians,melody,3,lost in the wilderness
piano-challenges,lost in the wilderness 2,FALSE,song,the yousicians,accompaniment,5,lost in the wilderness
piano-challenges,lost in the wilderness 2,FALSE,song,the yousicians,accompaniment,7,far from away
piano-challenges,burning balalaikas 2,FALSE,song,traditional,melody,1,slavic polka medley
piano-challenges,burning balalaikas 2,FALSE,song,traditional,melody,3,volga boatman
piano-challenges,burning balalaikas 2,FALSE,song,traditional,melody,6,volga boatman
piano-challenges,burning balalaikas 2,FALSE,song,traditional,solo piano,9,slavic polka medley
piano-challenges,chuck berry forever,FALSE,song,the yousicians,melody,1,do the duckwalk
piano-challenges,chuck berry forever,FALSE,song,the yousicians,accompaniment,3,john & uma
piano-challenges,chuck berry forever,FALSE,song,the yousicians,accompaniment,5,do the duckwalk
piano-challenges,chuck berry forever,FALSE,song,the yousicians,accompaniment,8,john & uma
piano-challenges,a.r.e.t.h.a.,FALSE,song,the yousicians,bass,1,motor city blues
piano-challenges,a.r.e.t.h.a.,FALSE,song,the yousicians,accompaniment,3,a.r.e.t.h.a.
piano-challenges,a.r.e.t.h.a.,FALSE,song,the yousicians,accompaniment,6,a.r.e.t.h.a.
piano-challenges,a.r.e.t.h.a.,FALSE,song,the yousicians,accompaniment,8,motor city blues
piano-challenges,spring baroque,FALSE,song,johann sebastian bach,bass,1,air (in C)
piano-challenges,spring baroque,FALSE,song,antonio vivaldi,melody,2,four seasons (spring)
piano-challenges,spring baroque,FALSE,song,antonio vivaldi,melody,5,four seasons (spring)
piano-challenges,spring baroque,FALSE,song,johann sebastian bach,solo piano,9,air (in C)
piano-challenges,jam like janis,FALSE,song,the yousicians,accompaniment,2,the long road
piano-challenges,jam like janis,FALSE,song,the yousicians,accompaniment,4,soul ride
piano-challenges,jam like janis,FALSE,song,the yousicians,chords,6,the long road
piano-challenges,jam like janis,FALSE,song,the yousicians,accompaniment,8,soul ride
piano-challenges,one for chick,FALSE,song,the yousicians,melody,2,for good
piano-challenges,one for chick,FALSE,song,the yousicians,chords,7,for good
piano-challenges,one for chick,FALSE,song,the yousicians,accompaniment,6,wizard knight
piano-challenges,one for chick,FALSE,song,the yousicians,accompaniment,9,wizard knight
piano-challenges,swing low 2,FALSE,song,traditional,bass,1,motherless child
piano-challenges,swing low 2,FALSE,song,traditional,accompaniment,3,"swing low, sweet chariot"
piano-challenges,swing low 2,FALSE,song,traditional,chords,6,"swing low, sweet chariot"
piano-challenges,swing low 2,FALSE,song,traditional,accompaniment,7,motherless child
piano-challenges,get funky 2,FALSE,song,the yousicians,bass,1,funky madman
piano-challenges,get funky 2,FALSE,song,the yousicians,accompaniment,6,luthier sam
piano-challenges,get funky 2,FALSE,song,the yousicians,melody,4,luthier sam
piano-challenges,get funky 2,FALSE,song,the yousicians,accompaniment,9,funky madman
piano-challenges,happy valentine's day 2,FALSE,song,the yousicians,solo piano,9,let my piano do the talking
piano-challenges,happy valentine's day 2,FALSE,song,the yousicians,bass,2,valentine swing
piano-challenges,happy valentine's day 2,FALSE,song,the yousicians,melody,6,valentine swing
piano-challenges,happy valentine's day 2,FALSE,song,the yousicians,accompaniment,4,let my piano do the talking
piano-challenges,dub til you drop 2,FALSE,song,the yousicians,bass,1,waitin' for the train
piano-challenges,dub til you drop 2,FALSE,song,the yousicians,accompaniment,3,the world is not rotten
piano-challenges,dub til you drop 2,FALSE,song,the yousicians,chords,5,waitin' for the train
piano-challenges,dub til you drop 2,FALSE,song,the yousicians,solo piano,8,the world is not rotten
piano-challenges,ode to mozart,FALSE,song,wolfgang amadeus mozart,bass,1,andante
piano-challenges,ode to mozart,FALSE,song,wolfgang amadeus mozart,accompaniment,6,andante
piano-challenges,ode to mozart,FALSE,song,wolfgang amadeus mozart,melody,4,queen of the night
piano-challenges,ode to mozart,FALSE,song,wolfgang amadeus mozart,accompaniment,9,queen of the night
piano-challenges,one for alexi,FALSE,song,the yousicians,bass,3,wildchild
piano-challenges,one for alexi,FALSE,song,the yousicians,accompaniment,8,wildchild
piano-challenges,one for alexi,FALSE,song,the yousicians,accompaniment,5,end of story
piano-challenges,one for alexi,FALSE,song,the yousicians,accompaniment,10,end of story
piano-challenges,#30daysofyousician,FALSE,song,the yousicians,bass,1,the gentle art of pumping
piano-challenges,#30daysofyousician,FALSE,song,the yousicians,melody,4,person of the hour
piano-challenges,#30daysofyousician,FALSE,song,the yousicians,accompaniment,5,the gentle art of pumping
piano-challenges,#30daysofyousician,FALSE,song,the yousicians,chords,7,person of the hour
piano-challenges,one for bowie 2,FALSE,song,the yousicians,bass,3,flamboyance
piano-challenges,one for bowie 2,FALSE,song,the yousicians,melody,4,life on earth
piano-challenges,one for bowie 2,FALSE,song,the yousicians,chords,7,life on earth
piano-challenges,one for bowie 2,FALSE,song,the yousicians,accompaniment,9,flamboyance
piano-challenges,2020 madness,FALSE,song,the yousicians,bass,1,everyone's doing it
piano-challenges,2020 madness,FALSE,song,the yousicians,melody,3,alright remix
piano-challenges,2020 madness,FALSE,song,the yousicians,chrods,6,everyone's doing it
piano-challenges,2020 madness,FALSE,song,the yousicians,accompaniment,9,alright remix
piano-challenges,holliday edition,FALSE,song,the yousicians,accompaniment,3,bad old santa
piano-challenges,holliday edition,FALSE,song,antonio vivaldi,melody,4,four seasons (winter)
piano-challenges,holliday edition,FALSE,song,antonio vivaldi,accompaniment,6,four seasons (winter)
piano-challenges,holliday edition,FALSE,song,the yousicians,accompaniment,9,bad old santa
piano-challenges,sir uke 2,FALSE,song,the yousicians,bass,1,milk & honey land
piano-challenges,sir uke 2,FALSE,song,the yousicians,accompaniment,3,sir uke
piano-challenges,sir uke 2,FALSE,song,the yousicians,chords,6,sir uke
piano-challenges,sir uke 2,FALSE,song,the yousicians,accompaniment,7,milk & honey land
piano-challenges,mall punks,FALSE,song,the yousicians,melody,3,if you only knew
piano-challenges,mall punks,FALSE,song,the yousicians,accompaniment,4,my name is todd
piano-challenges,mall punks,FALSE,song,the yousicians,accompaniment,6,if you only knew
piano-challenges,mall punks,FALSE,song,the yousicians,solo piano,9,my name is todd
piano-challenges,bring back the 90's,FALSE,song,the yousicians,bass,1,supermoon
piano-challenges,bring back the 90's,FALSE,song,the yousicians,melody,4,bringer of light
piano-challenges,bring back the 90's,FALSE,song,the yousicians,chords,6,supermoon
piano-challenges,bring back the 90's,FALSE,song,the yousicians,accompaniment,8,bringer of light
piano-challenges,jimi forever,FALSE,song,the yousicians,bass,1,seven sharp nine
piano-challenges,jimi forever,FALSE,song,the yousicians,accompaniment,3,jimi would be proud
piano-challenges,jimi forever,FALSE,song,the yousicians,chords,6,jimi would be proud
piano-challenges,jimi forever,FALSE,song,the yousicians,accompaniment,8,seven sharp nine
piano-challenges,common life & miracles 2,FALSE,song,the yousicians,melody,1,call for the spring
piano-challenges,common life & miracles 2,FALSE,song,the yousicians,accompaniment,4,quantum science
piano-challenges,common life & miracles 2,FALSE,song,the yousicians,accompaniment,5,call for the spring
piano-challenges,common life & miracles 2,FALSE,song,the yousicians,accompaniment,7,quantum science
piano-challenges,dawn to dusk 2,FALSE,song,edvard grieg,bass,1,morning mood
piano-challenges,dawn to dusk 2,FALSE,song,wolfgang amadeus mozart,melody,4,eine kleine machtmusik
piano-challenges,dawn to dusk 2,FALSE,song,wolfgang amadeus mozart,accompaniment,6,eine kleine machtmusik
piano-challenges,dawn to dusk 2,FALSE,song,edvard grieg,solo piano,8,morning mood
piano-challenges,sunday morning jazz breakfast 2,FALSE,song,the yousicians,bass,1,cookin'
piano-challenges,sunday morning jazz breakfast 2,FALSE,song,the yousicians,bass,3,sunday jazz
piano-challenges,sunday morning jazz breakfast 2,FALSE,song,the yousicians,chords,5,sunday jazz
piano-challenges,sunday morning jazz breakfast 2,FALSE,song,the yousicians,solo piano,8,cookin'
piano-challenges,the return of the pumpkins 2,FALSE,song,the yousicians,melody,1,il folletto
piano-challenges,the return of the pumpkins 2,FALSE,song,the yousicians,melody,3,rise of the pumpkins
piano-challenges,the return of the pumpkins 2,FALSE,song,the yousicians,solo piano,5,il folletto
piano-challenges,the return of the pumpkins 2,FALSE,song,the yousicians,solo piano,9,rise of the pumpkins
piano-challenges,dark hounds & white whales 2,FALSE,song,the yousicians,melody,1,dangerous game
piano-challenges,dark hounds & white whales 2,FALSE,song,the yousicians,accompaniment,3,a ladder to the sky
piano-challenges,dark hounds & white whales 2,FALSE,song,the yousicians,accompaniment,4,dangerous game
piano-challenges,dark hounds & white whales 2,FALSE,song,the yousicians,chords,6,a ladder to the sky
piano-challenges,one for eddie,FALSE,song,the yousicians,melody,3,with a smile
piano-challenges,one for eddie,FALSE,song,the yousicians,accompaniment,5,long live the riff
piano-challenges,one for eddie,FALSE,song,the yousicians,accompaniment,7,with a smile
piano-challenges,one for eddie,FALSE,song,the yousicians,accompaniment,9,long live the riff
piano-challenges,corazon bailando 2,FALSE,song,the yousicians,melody,1,corazon bailando
piano-challenges,corazon bailando 2,FALSE,song,the yousicians,accompaniment,3,jammin' in the barrio
piano-challenges,corazon bailando 2,FALSE,song,the yousicians,accompaniment,5,jammin' in the barrio
piano-challenges,corazon bailando 2,FALSE,song,the yousicians,solo piano,7,corazon bailando
piano-challenges,metal mania 2,FALSE,song,the yousicians,melody,1,in your dreams
piano-challenges,metal mania 2,FALSE,song,the yousicians,melody,2,one forgiven
piano-challenges,metal mania 2,FALSE,song,the yousicians,accompaniment,5,in your dreams
piano-challenges,metal mania 2,FALSE,song,the yousicians,chords,8,one forgiven
piano-challenges,the return of the disco daddy 2,FALSE,song,the yousicians,bass,1,king of the disco
piano-challenges,the return of the disco daddy 2,FALSE,song,the yousicians,melody,3,disco daddy
piano-challenges,the return of the disco daddy 2,FALSE,song,the yousicians,melody,6,king of the disco
piano-challenges,the return of the disco daddy 2,FALSE,song,the yousicians,accompaniment,9,disco daddy
piano-challenges,magic mandolins 2,FALSE,song,traditional,bass,1,salt creek (in G)
piano-challenges,magic mandolins 2,FALSE,song,traditional,melody,3,the yellow rose of texas
piano-challenges,magic mandolins 2,FALSE,song,traditional,chords,5,the yellow rose of texas
piano-challenges,magic mandolins 2,FALSE,song,traditional,accompaniment,7,salt creek (in G)
piano-challenges,delicate moods 2,FALSE,song,traditional,bass,1,romanza
piano-challenges,delicate moods 2,FALSE,song,frederic chopin,melody,3,raindrop prelude (in C)
piano-challenges,delicate moods 2,FALSE,song,traditional,accompaniment,6,romanza
piano-challenges,delicate moods 2,FALSE,song,frederic chopin,solo piano,8,raindrop prelude (in C)
piano-challenges,future city sounds 2,FALSE,song,the yousicians,melody,2,asha & lata
piano-challenges,future city sounds 2,FALSE,song,the yousicians,bass,4,shanghai future city
piano-challenges,future city sounds 2,FALSE,song,the yousicians,chords,7,asha & lata
piano-challenges,future city sounds 2,FALSE,song,the yousicians,solo piano,9,shanghai future city
piano-challenges,rough it up 2,FALSE,song,the yousicians,bass,2,fuzzworm
piano-challenges,rough it up 2,FALSE,song,the yousicians,melody,3,wreck race
piano-challenges,rough it up 2,FALSE,song,the yousicians,melody,6,fuzzworm
piano-challenges,rough it up 2,FALSE,song,the yousicians,solo piano,9,wreck race
piano-challenges,the big bad big band boogie 2,FALSE,song,the yousicians,melody,1,runaway train
piano-challenges,the big bad big band boogie 2,FALSE,song,the yousicians,melody,4,unclean boogie
piano-challenges,the big bad big band boogie 2,FALSE,song,the yousicians,accompaniment,7,unclean boogie
piano-challenges,the big bad big band boogie 2,FALSE,song,the yousicians,solo piano,10,runaway train
piano-challenges,slow jamz 2,FALSE,song,the yousicians,melody,1,the yousician way
piano-challenges,slow jamz 2,FALSE,song,the yousicians,accompaniment,3,music on the brain
piano-challenges,slow jamz 2,FALSE,song,the yousicians,chords,6,music on the brain
piano-challenges,slow jamz 2,FALSE,song,the yousicians,accompaniment,7,the yousician way
piano-challenges,one for green,FALSE,song,the yousicians,bass,1,diomedea
piano-challenges,one for green,FALSE,song,the yousicians,melody,4,the green magic man
piano-challenges,one for green,FALSE,song,the yousicians,accompaniment,6,diomedea
piano-challenges,one for green,FALSE,song,the yousicians,solo piano,9,the green magic man
piano-challenges,restless boots 2,FALSE,song,the yousicians,melody,2,coming home to you
piano-challenges,restless boots 2,FALSE,song,the yousicians,bass,3,no turning back
piano-challenges,restless boots 2,FALSE,song,the yousicians,melody,4,coming home to you
piano-challenges,restless boots 2,FALSE,song,the yousicians,solo piano,9,no turning back
piano-challenges,summer of love 2,FALSE,song,the yousicians,bass,1,song for tiina
piano-challenges,summer of love 2,FALSE,song,the yousicians,bass,3,summer of love
piano-challenges,summer of love 2,FALSE,song,the yousicians,melody,5,song for tiina
piano-challenges,summer of love 2,FALSE,song,the yousicians,accompaniment,8,summer of love
piano-challenges,west africa 2,FALSE,song,traditional,melody,2,mansane cisse
piano-challenges,west africa 2,FALSE,song,the yousicians,bass,3,boolo
piano-challenges,west africa 2,FALSE,song,traditional,melody,6,mansane cisse
piano-challenges,west africa 2,FALSE,song,the yousicians,melody,9,boolo
piano-challenges,helsinki bachata 2,FALSE,song,joaquin luis,bass,1,no se bailar
piano-challenges,helsinki bachata 2,FALSE,song,joaquin luis,accompaniment,3,incognito
piano-challenges,helsinki bachata 2,FALSE,song,joaquin luis,melody,6,no se bailar
piano-challenges,helsinki bachata 2,FALSE,song,joaquin luis,accompaniment,8,incognito
piano-challenges,summer nights 2,FALSE,song,the yousicians,melody,2,memories of you
piano-challenges,summer nights 2,FALSE,song,the yousicians,melody,3,summer nights
piano-challenges,summer nights 2,FALSE,song,the yousicians,solo piano,5,memories of you
piano-challenges,summer nights 2,FALSE,song,the yousicians,accompaniment,7,summer nights
piano-challenges,mozart modernized 2,FALSE,song,wolfgang amadeus mozart,melody,1,rondo alla turca (electro)
piano-challenges,mozart modernized 2,FALSE,song,wolfgang amadeus mozart,bass,2,symphony no 40
piano-challenges,mozart modernized 2,FALSE,song,wolfgang amadeus mozart,melody,6,rondo alla turca (electro)
piano-challenges,mozart modernized 2,FALSE,song,wolfgang amadeus mozart,solo piano,10,symphony no 40
piano-challenges,world music day,FALSE,song,the yousicians,bass,2,world music day
piano-challenges,world music day,FALSE,song,the yousicians,melody,4,jam all day
piano-challenges,world music day,FALSE,song,the yousicians,accompaniment,7,jam all day
piano-challenges,world music day,FALSE,song,the yousicians,accompaniment,8,world music day
piano-challenges,alternative adventures 2,FALSE,song,the yousicians,bass,1,the first mug of joy
piano-challenges,alternative adventures 2,FALSE,song,the yousicians,melody,2,go godfather go
piano-challenges,alternative adventures 2,FALSE,song,the yousicians,accompaniment,5,the first mug of joy
piano-challenges,alternative adventures 2,FALSE,song,the yousicians,accompaniment,9,go godfather go
piano-challenges,follow me 2,FALSE,song,the yousicians,bass,1,apple tree
piano-challenges,follow me 2,FALSE,song,reemes,melody,3,follow me
piano-challenges,follow me 2,FALSE,song,the yousicians,accompaniment,5,apple tree
piano-challenges,follow me 2,FALSE,song,reemes,accompaniment,8,follow me
piano-challenges,swingin' 2,FALSE,song,traditional,melody,1,i ain't got nobody
piano-challenges,swingin' 2,FALSE,song,traditional,melody,4,st louis blues
piano-challenges,swingin' 2,FALSE,song,traditional,melody,6,i ain't got nobody
piano-challenges,swingin' 2,FALSE,song,traditional,solo piano,9,st louis blues
piano-challenges,cumbia party 2,FALSE,song,the yousicians,bass,1,cumbia de ukulele
piano-challenges,cumbia party 2,FALSE,song,the yousicians,accompaniment,3,danza macumba
piano-challenges,cumbia party 2,FALSE,song,the yousicians,chords,6,danza macumba
piano-challenges,cumbia party 2,FALSE,song,the yousicians,accompaniment,7,cumbia de ukulele
piano-challenges,one for penniman,FALSE,song,the yousicians,bass,1,old times roll
piano-challenges,one for penniman,FALSE,song,the yousicians,accompaniment,5,penniman's boogie
piano-challenges,one for penniman,FALSE,song,the yousicians,accompaniment,6,old times roll
piano-challenges,one for penniman,FALSE,song,the yousicians,solo piano,9,penniman's boogie
piano-challenges,tales from the dark caves 2,FALSE,song,the yousicians,bass,1,shredder lee
piano-challenges,tales from the dark caves 2,FALSE,song,the yousicians,melody,2,dark lullaby
piano-challenges,tales from the dark caves 2,FALSE,song,the yousicians,accompaniment,4,shredder lee
piano-challenges,tales from the dark caves 2,FALSE,song,the yousicians,solo piano,8,dark lullaby
piano-challenges,bring on the riddim 2,FALSE,song,the yousicians,bass,1,bring on the riddim
piano-challenges,bring on the riddim 2,FALSE,song,the yousicians,bass,2,summertime wicked
piano-challenges,bring on the riddim 2,FALSE,song,the yousicians,accompaniment,5,summertime wicked
piano-challenges,bring on the riddim 2,FALSE,song,the yousicians,solo piano,9,bring on the riddim
piano-challenges,klezmer klassiks 3,FALSE,song,traditional,melody,1,adir hu
piano-challenges,klezmer klassiks 3,FALSE,song,traditional,bass,2,bashie's bounce
piano-challenges,klezmer klassiks 3,FALSE,song,traditional,accompaniment,5,adir hu
piano-challenges,klezmer klassiks 3,FALSE,song,traditional,solo piano,10,bashie's bounce
piano-challenges,solely you 2,FALSE,song,the yousicians,bass,2,solely you
piano-challenges,solely you 2,FALSE,song,the yousicians,bass,1,i'm so sad (sha la la la)
piano-challenges,solely you 2,FALSE,song,the yousicians,melody,4,solely you
piano-challenges,solely you 2,FALSE,song,the yousicians,chords,6,i'm so sad (sha la la la)
piano-challenges,fiesta mexicana 2,FALSE,song,traditional,melody,1,la bamba (folk)
piano-challenges,fiesta mexicana 2,FALSE,song,traditional,bass,2,jarabe tapatio
piano-challenges,fiesta mexicana 2,FALSE,song,traditional,accompaniment,5,jarabe tapatio
piano-challenges,fiesta mexicana 2,FALSE,song,traditional,accompaniment,8,la bamba (folk)
piano-challenges,surfin' 2,FALSE,song,traditional,bass,1,misirlou (surf)
piano-challenges,surfin' 2,FALSE,song,traditional,melody,2,malaguena (surf)
piano-challenges,surfin' 2,FALSE,song,traditional,chords,6,malaguena (surf)
piano-challenges,surfin' 2,FALSE,song,traditional,solo piano,9,misirlou (surf)
piano-challenges,feelin' good 2,FALSE,song,the yousicians,melody,1,feelin' good (pa pa pa)
piano-challenges,feelin' good 2,FALSE,song,the yousicians,bass,3,let go
piano-challenges,feelin' good 2,FALSE,song,the yousicians,chords,6,feelin' good (pa pa pa)
piano-challenges,feelin' good 2,FALSE,song,the yousicians,accompaniment,9,let go
piano-challenges,wicked rhythms 2,FALSE,song,the yousicians,bass,2,five is the new four
piano-challenges,wicked rhythms 2,FALSE,song,the yousicians,accompaniment,4,sultans of syncopation
piano-challenges,wicked rhythms 2,FALSE,song,the yousicians,accompaniment,7,five is the new four
piano-challenges,wicked rhythms 2,FALSE,song,the yousicians,solo piano,10,sultans of syncopation
piano-challenges,chill out 2,FALSE,song,the yousicians,melody,1,skipping stone
piano-challenges,chill out 2,FALSE,song,the yousicians,melody,2,windy shores
piano-challenges,chill out 2,FALSE,song,the yousicians,chords,6,windy shores
piano-challenges,chill out 2,FALSE,song,the yousicians,workout,8,skipping stone
piano-challenges,feel the beat 2,FALSE,song,the yousicians,bass,1,water got a friend
piano-challenges,feel the beat 2,FALSE,song,the yousicians,melody,5,water got a friend
piano-challenges,feel the beat 2,FALSE,song,the yousicians,right hand,6,atimba
piano-challenges,feel the beat 2,FALSE,song,the yousicians,advanced,9,atimba
piano-challenges,adrenaline rush 2,FALSE,song,the yousicians,bass,1,flying throught the night
piano-challenges,adrenaline rush 2,FALSE,song,the yousicians,melody,2,longing for your love
piano-challenges,adrenaline rush 2,FALSE,song,the yousicians,accompaniment,5,longing for your love
piano-challenges,adrenaline rush 2,FALSE,song,the yousicians,advanced,10,flying throught the night
piano-challenges,grandfathers of loud 2,FALSE,song,richard wagner,melody,2,ride of the valkyries (in Am)
