location,mission,premium+,type,author,description,level,song
piano-challenges,grandfathers of loud 2,FALSE,song,ludwig van beethoven,melody,3,symphony no 5
piano-challenges,grandfathers of loud 2,FALSE,song,ludwig van beethoven,two hands,5,symphony no 6
piano-challenges,grandfathers of loud 2,FALSE,song,richard wagner,accompaniment,8,ride of the valkyries (in Am)
piano-challenges,it's complicated 2,FALSE,song,the yousicians,melody,1,how will it be?
piano-challenges,it's complicated 2,FALSE,song,the yousicians,melody,2,come back to my life...ing
piano-challenges,it's complicated 2,FALSE,song,the yousicians,chords,5,how will it be?
piano-challenges,it's complicated 2,FALSE,song,the yousicians,chords,7,come back to my life...ing
piano-challenges,light your fire 2,FALSE,song,the yousicians,melody,1,in love with a snake
piano-challenges,light your fire 2,FALSE,song,the yousicians,melody,2,creatures of my mind
piano-challenges,light your fire 2,FALSE,song,the yousicians,workout,6,in love with a snake
piano-challenges,light your fire 2,FALSE,song,the yousicians,accompaniment,7,creatures of my mind
piano-challenges,space mammoths 2,FALSE,song,utopianisti,melody,2,dr gravity's evil plan
piano-challenges,space mammoths 2,FALSE,song,utopianisti,melody,4,a hundred rabbits
piano-challenges,space mammoths 2,FALSE,song,utopianisti,workout,7,dr gravity's evil plan
piano-challenges,space mammoths 2,FALSE,song,utopianisti,solo piano,10,a hundred rabbits
piano-challenges,the ol' dirt road 2,FALSE,song,traditional,right hand,1,my loving brother
piano-challenges,the ol' dirt road 2,FALSE,song,traditional,melody,3,lil' liza jane
piano-challenges,the ol' dirt road 2,FALSE,song,traditional,chords and bass,5,my loving brother
piano-challenges,the ol' dirt road 2,FALSE,song,traditional,two hands,7,lil' liza jane
piano-challenges,one for neil,FALSE,song,the yousicians,accompaniment,3,unnatural science
piano-challenges,one for neil,FALSE,song,the yousicians,accompaniment,4,xanada
piano-challenges,one for neil,FALSE,song,the yousicians,band,6,xanada
piano-challenges,one for neil,FALSE,song,the yousicians,solo piano,9,unnatural science
piano-challenges,rock 'n' roll 2,FALSE,song,the yousicians,melody,1,tail feather
piano-challenges,rock 'n' roll 2,FALSE,song,the yousicians,melody,2,laid-back boogie
piano-challenges,rock 'n' roll 2,FALSE,song,the yousicians,chords,5,tail feather
piano-challenges,rock 'n' roll 2,FALSE,song,the yousicians,solo piano,11,laid-back boogie
piano-challenges,pump up the volume 2,FALSE,song,the yousicians,bass,1,voice from the inside
piano-challenges,pump up the volume 2,FALSE,song,the yousicians,melody,3,got the moves
piano-challenges,pump up the volume 2,FALSE,song,the yousicians,two hands,6,voice from the inside
piano-challenges,pump up the volume 2,FALSE,song,the yousicians,advanced,9,got the moves
piano-challenges,classic rock 2,FALSE,song,the yousicians,right hand,2,fast machine
piano-challenges,classic rock 2,FALSE,song,the yousicians,right hand,2,prostetic hips don't lie
piano-challenges,classic rock 2,FALSE,song,the yousicians,chords,6,fast machine
piano-challenges,classic rock 2,FALSE,song,the yousicians,advanced,9,prostetic hips don't lie
piano-challenges,joy to the world,FALSE,song,traditional,bassline,2,joy to the world
piano-challenges,joy to the world,FALSE,song,traditional,melody,4,entre le boeuf et l'ane gris
piano-challenges,joy to the world,FALSE,song,traditional,melody,5,joy to the world
piano-challenges,joy to the world,FALSE,song,traditional,melody and bass,8,entre le boeuf et l'ane gris
piano-challenges,holidays with tchaikovsky's nutcracker,FALSE,song,pyotr ilyich tchaikovsky,two hands easy,3,waltz of the flowers
piano-challenges,holidays with tchaikovsky's nutcracker,FALSE,song,pyotr ilyich tchaikovsky,two hands,4,trepak
piano-challenges,holidays with tchaikovsky's nutcracker,FALSE,song,pyotr ilyich tchaikovsky,two hands,6,waltz of the flowers
piano-challenges,holidays with tchaikovsky's nutcracker,FALSE,song,pyotr ilyich tchaikovsky,advanced,8,trepak
piano-challenges,bluegrass challenge,FALSE,song,traditional,left hand bass,2,big sciota
piano-challenges,bluegrass challenge,FALSE,song,traditional,two hands,4,arkansas traveler
piano-challenges,bluegrass challenge,FALSE,song,traditional,chords and bass,6,arkansas traveler
piano-challenges,bluegrass challenge,FALSE,song,traditional,chords and bass,7,big sciota
piano-challenges,knowledge toolbox: 7th chords,FALSE,song,the yousicians,two hands,3,here comes the dominant
piano-challenges,knowledge toolbox: 7th chords,FALSE,song,the yousicians,two hands,4,7th on top
piano-challenges,knowledge toolbox: 7th chords,FALSE,song,the yousicians,chords and bass,7,7th on top
piano-challenges,knowledge toolbox: 7th chords,FALSE,song,the yousicians,chords and bass,8,here comes the dominant
piano-challenges,children's choice,FALSE,song,traditional,left hand,1,baby shark
piano-challenges,children's choice,FALSE,song,traditional,two hands,4,bingo
piano-challenges,children's choice,FALSE,song,traditional,two hands,6,baby shark
piano-challenges,children's choice,FALSE,song,traditional,melody and bass,8,bingo
piano-challenges,secret agents,FALSE,song,the yousicians,left hand,1,in her majesty's secret band
piano-challenges,secret agents,FALSE,song,the yousicians,two hands,4,don't make a sound
piano-challenges,secret agents,FALSE,song,the yousicians,two hands,6,in her majesty's secret band
piano-challenges,secret agents,FALSE,song,the yousicians,melody,8,don't make a sound
piano-challenges,midnight special,FALSE,song,traditional,two hands,2,man of constant sorrow
piano-challenges,midnight special,FALSE,song,traditional,two hands,3,midnight special
piano-challenges,midnight special,FALSE,song,traditional,melody and chords,6,man of constant sorrow
piano-challenges,midnight special,FALSE,song,traditional,chords and bass,7,midnight special
piano-challenges,keep calm and play on,FALSE,song,the yousicians,bassline,2,morning sun
piano-challenges,keep calm and play on,FALSE,song,the yousicians,two hands,3,tear hunter
piano-challenges,keep calm and play on,FALSE,song,the yousicians,two hands,6,morning sun
piano-challenges,keep calm and play on,FALSE,song,the yousicians,melody and bass,8,tear hunter
piano-challenges,tunes from the haunted house,FALSE,song,the yousicians,bass easy,2,the grim librarian
piano-challenges,tunes from the haunted house,FALSE,song,the yousicians,right hand,5,the waltz of the haunted house
piano-challenges,tunes from the haunted house,FALSE,song,the yousicians,bass two hands,6,the grim librarian
piano-challenges,tunes from the haunted house,FALSE,song,the yousicians,advanced,9,the waltz of the haunted house
piano-challenges,knowledge toolbox: anatomy of a pop song,FALSE,song,the yousicians,left hand,2,how to write a hit
piano-challenges,knowledge toolbox: anatomy of a pop song,FALSE,song,the yousicians,two hands,4,hit chorus generator
piano-challenges,knowledge toolbox: anatomy of a pop song,FALSE,song,the yousicians,two hands,6,how to write a hit
piano-challenges,knowledge toolbox: anatomy of a pop song,FALSE,song,the yousicians,chords and bass,8,hit chorus generator
piano-challenges,might & magic,FALSE,song,the yousicians,two hands easy,3,wizard's walz
piano-challenges,might & magic,FALSE,song,the yousicians,two hands,4,march of the elf army
piano-challenges,might & magic,FALSE,song,the yousicians,two hands,6,wizard's walz
piano-challenges,might & magic,FALSE,song,the yousicians,advanced,9,march of the elf army
piano-challenges,one for ric,FALSE,song,the yousicians,left hand,2,driving around in polygons
piano-challenges,one for ric,FALSE,song,the yousicians,two hands,4,stick your nose into trouble
piano-challenges,one for ric,FALSE,song,the yousicians,melody,6,driving around in polygons
piano-challenges,one for ric,FALSE,song,the yousicians,advanced,8,stick your nose into trouble
piano-challenges,forever young,FALSE,song,the yousicians,two hands,2,ice cube shower
piano-challenges,forever young,FALSE,song,the yousicians,right hand,3,the power you have
piano-challenges,forever young,FALSE,song,the yousicians,bass and chords,5,ice cube shower
piano-challenges,forever young,FALSE,song,the yousicians,two hands,7,the power you have
piano-challenges,moore is more!,FALSE,song,the yousicians,two hands,2,the circle
piano-challenges,moore is more!,FALSE,song,the yousicians,two hands,4,clean sweep
piano-challenges,moore is more!,FALSE,song,the yousicians,accompaniment,7,the circle
piano-challenges,moore is more!,FALSE,song,the yousicians,advanced,9,clean sweep
piano-challenges,dub town folk,FALSE,song,traditional,two hands,2,hummani hei dub
piano-challenges,dub town folk,FALSE,song,traditional,two hands,4,hokey pokey
piano-challenges,dub town folk,FALSE,song,traditional,accompaniment,6,hummani hei dub
piano-challenges,dub town folk,FALSE,song,traditional,advanced,9,hokey pokey
piano-challenges,let's ballad!,FALSE,song,traditional,two hands,2,arthur mcbride
piano-challenges,let's ballad!,FALSE,song,traditional,melody,4,black is the color (of my true love's hair)
piano-challenges,let's ballad!,FALSE,song,traditional,bass and chords,6,arthur mcbride
piano-challenges,let's ballad!,FALSE,song,traditional,advanced,8,black is the color (of my true love's hair)
piano-challenges,blues for rory,FALSE,song,the yousicians,two hands,3,every step
piano-challenges,blues for rory,FALSE,song,the yousicians,two hands,5,midnight blues
piano-challenges,blues for rory,FALSE,song,the yousicians,chords and bass,6,every step
piano-challenges,blues for rory,FALSE,song,the yousicians,advanced,9,midnight blues
piano-challenges,ferramentum mechanica,FALSE,song,the yousicians,left hand,2,ferramentum mechanica
piano-challenges,ferramentum mechanica,FALSE,song,the yousicians,two hands,4,4869 days
piano-challenges,ferramentum mechanica,FALSE,song,the yousicians,two hands,6,ferramentum mechanica
piano-challenges,ferramentum mechanica,FALSE,song,the yousicians,riff and lead,7,4869 days
piano-challenges,polyrhythms & polymeters,FALSE,song,the yousicians,hands separate,3,3 against 4
piano-challenges,polyrhythms & polymeters,FALSE,song,the yousicians,two hands simplified,4,polymeter play
piano-challenges,polyrhythms & polymeters,FALSE,song,the yousicians,two hands,7,polymeter play
piano-challenges,polyrhythms & polymeters,FALSE,song,the yousicians,hands together,8,3 against 4
piano-challenges,flamenco 2,FALSE,song,the yousicians,bass two hands,2,luna de triana
piano-challenges,flamenco 2,FALSE,song,the yousicians,two hands,4,ole mi pulgar
piano-challenges,flamenco 2,FALSE,song,the yousicians,bass and chords,6,luna de triana
piano-challenges,flamenco 2,FALSE,song,the yousicians,advanced,8,ole mi pulgar
piano-challenges,"blood, sweat and classical music",FALSE,song,maurice ravel,right hand,1,bolero
piano-challenges,"blood, sweat and classical music",FALSE,song,isaac albeniz,two hands,4,asturias (metal)
piano-challenges,"blood, sweat and classical music",FALSE,song,maurice ravel,melody,5,bolero
piano-challenges,"blood, sweat and classical music",FALSE,song,isaac albeniz,advanced,9,asturias (metal)
piano-challenges,party with yousician,FALSE,song,the yousicians,left hand,2,thumbs up
piano-challenges,party with yousician,FALSE,song,the yousicians,right hand,3,party with yousician
piano-challenges,party with yousician,FALSE,song,the yousicians,two hands,6,party with yousician
piano-challenges,party with yousician,FALSE,song,the yousicians,chords,8,thumbs up
piano-challenges,amore mediterraneo,FALSE,song,traditional,two hands,2,o sole mio (in A)
piano-challenges,amore mediterraneo,FALSE,song,traditional,accompaniment,4,la paloma (in C)
piano-challenges,amore mediterraneo,FALSE,song,traditional,chords and bass,6,o sole mio (in A)
piano-challenges,amore mediterraneo,FALSE,song,traditional,melody and bass,9,la paloma (in C)
piano-challenges,steampunk challenge 2,FALSE,song,traditional,left hand (left hand),1,two ravens
piano-challenges,steampunk challenge 2,FALSE,song,the yousicians,two hands,4,artificer's legacy
piano-challenges,steampunk challenge 2,FALSE,song,traditional,two hands,6,two ravens
piano-challenges,steampunk challenge 2,FALSE,song,the yousicians,melody and bass,8,artificer's legacy
piano-challenges,flying thumbs,FALSE,song,the yousicians,left hand (left hand),2,the secret society of the flying thumb
piano-challenges,flying thumbs,FALSE,song,the yousicians,right hand (rigth hand),4,she's slapping away (in Em)
piano-challenges,flying thumbs,FALSE,song,the yousicians,two hands,6,the secret society of the flying thumb
piano-challenges,flying thumbs,FALSE,song,the yousicians,advanced,8,she's slapping away (in Em)
piano-challenges,4th of july,FALSE,song,traditional,right hand (rigth hand),2,yankee doodle
piano-challenges,4th of july,FALSE,song,traditional,bassline,4,the star-spangled banner (in G)
piano-challenges,4th of july,FALSE,song,traditional,chords and bass,5,yankee doodle
piano-challenges,4th of july,FALSE,song,traditional,melody,7,the star-spangled banner (in G)
piano-challenges,kung fu challenge,FALSE,song,the yousicians,two hands,3,shaolin master
piano-challenges,kung fu challenge,FALSE,song,the yousicians,two hands,4,kung fu hero
piano-challenges,kung fu challenge,FALSE,song,the yousicians,melody,6,shaolin master
piano-challenges,kung fu challenge,FALSE,song,the yousicians,advanced,9,kung fu hero
piano-challenges,classical chill out,FALSE,song,antonin dvorak,melody two hands,3,new world symphony (in C)
piano-challenges,classical chill out,FALSE,song,johann sebastian bach,bassline two hands,4,arioso
piano-challenges,classical chill out,FALSE,song,antonin dvorak,melody and bass,6,new world symphony (in C)
piano-challenges,classical chill out,FALSE,song,johann sebastian bach,advanced,8,arioso
piano-challenges,got the blues?,FALSE,song,the yousicians,two hands bass,2,baby won't you please come home
piano-challenges,got the blues?,FALSE,song,the yousicians,easy riff,4,44 blues
piano-challenges,got the blues?,FALSE,song,the yousicians,riff,6,44 blues
piano-challenges,got the blues?,FALSE,song,the yousicians,chords and bass,8,baby won't you please come home
piano-challenges,the hockey master's polka special,FALSE,song,traditional,two hands,2,Sakkijarven Pollka
piano-challenges,the hockey master's polka special,FALSE,song,traditional,two hands,4,Ievan Polkka
piano-challenges,the hockey master's polka special,FALSE,song,traditional,chords and melody,7,Ievan Polkka
piano-challenges,the hockey master's polka special,FALSE,song,traditional,advanced,10,Sakkijarven Pollka
piano-challenges,attitude rock 2,FALSE,song,the yousicians,riff,3,raging donkeys
piano-challenges,attitude rock 2,FALSE,song,the yousicians,easy riff and melody,4,babysitting
piano-challenges,attitude rock 2,FALSE,song,the yousicians,riff and chords,6,raging donkeys
